age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
31,5,-0.7587720532393332,5,11,2,2,0,4,1,0,0,50,37,0
19,3,-0.563832540332439,8,9,4,6,3,4,1,0,0,40,37,0
46,3,1.9878471382448488,4,12,4,0,1,4,1,0,0,40,37,0
43,3,-0.026393857305314898,6,13,0,9,1,4,1,0,0,40,37,0
58,3,-0.02378716141524274,8,9,6,2,4,4,1,0,0,40,37,0
43,5,1.0443954746658246,8,9,2,11,0,4,1,0,0,45,37,0
37,3,0.4939692451555656,11,10,5,9,4,4,1,0,0,40,37,0
28,3,0.975071143880073,5,11,4,5,3,4,0,0,0,40,37,0
34,3,-0.08291437347683546,8,9,0,13,1,4,1,0,0,40,37,0
29,3,-0.03792303207902612,8,9,2,6,0,4,1,0,0,40,37,1
49,3,-0.3016012304395412,1,7,0,6,4,2,0,0,0,35,37,0
35,3,0.9740032023920698,11,10,2,2,0,2,1,0,0,50,21,1
43,3,-0.6433310233587366,6,13,2,11,0,4,1,0,0,40,37,1
18,3,2.3761759264147617,11,10,4,9,3,4,1,0,0,40,37,0
58,3,-1.0723793869744462,1,7,2,0,0,4,1,0,0,48,37,0
36,3,0.9463860058474728,9,14,4,9,1,4,0,0,0,40,37,0
38,3,0.9435381618794644,8,9,2,6,5,4,0,0,0,40,37,0
19,3,-1.7601796382156887,1,7,4,5,1,4,1,0,0,40,37,0
38,3,2.4485662827628447,5,11,0,12,1,4,0,0,0,36,37,0
36,3,-0.799089715221903,11,10,2,2,0,4,1,0,0,45,37,0
40,3,0.15119447723197998,8,9,2,3,0,4,1,0,0,45,37,1
25,3,1.4945270702382412,6,13,4,12,1,2,1,0,0,40,37,0
33,3,-0.7734131865426019,8,9,4,11,1,4,1,0,0,45,37,0
51,3,-0.50299432524168,8,9,2,6,0,4,1,0,0,40,37,0
34,3,-0.7490227809456271,8,9,2,11,0,4,1,0,0,40,37,0
33,3,-0.30417347660419386,5,11,0,11,1,4,1,0,0,40,37,0
25,3,1.13628437560132,0,6,2,2,0,4,1,0,0,45,37,0
26,3,2.4187557870332093,6,13,4,0,1,4,0,0,0,40,37,0
60,3,0.2109417843511229,0,6,2,6,0,4,1,0,0,40,37,0
28,3,-1.3691293217376388,8,9,4,9,4,2,1,0,0,40,37,0
36,3,2.0400844052225504,8,9,5,6,1,2,0,0,0,36,37,0
35,3,1.0010577200881492,8,9,2,7,5,4,0,0,0,38,37,0
54,3,-1.5198928034149841,8,9,2,2,0,4,1,0,0,40,37,1
36,3,-0.967617771973881,6,13,2,9,0,4,1,0,0,45,37,0
57,3,2.2409837206270105,9,14,2,0,0,4,1,0,0,40,37,0
35,1,-1.685056270317662,6,13,2,9,0,4,1,0,0,40,37,1
51,4,-0.21115921797166307,1,7,0,11,1,4,1,0,0,40,37,0
34,3,0.022685518175603193,8,9,0,3,3,4,1,0,0,44,37,0
36,3,1.3792927387101614,4,12,0,0,4,4,0,0,0,42,37,0
51,1,-0.7602763579159828,3,5,5,7,2,4,0,0,0,40,37,0
25,6,-0.6967395810006997,6,13,4,9,1,4,0,0,0,40,37,0
22,3,2.071835568817482,8,9,4,5,2,4,1,0,0,50,37,0
37,3,-1.1922184984669266,8,9,2,2,0,4,1,0,0,40,37,0
48,3,0.2837340541624331,6,13,0,11,4,4,1,0,0,40,37,1
40,3,0.5561624827794899,2,8,2,13,0,2,1,0,0,40,21,0
27,3,0.2810240090961026,0,6,2,6,0,4,1,0,0,40,37,0
41,3,1.6881230438537764,8,9,0,3,1,4,1,0,0,40,37,0
28,3,-1.729898329571987,6,13,2,11,0,4,1,0,0,50,37,0
33,3,-0.03320341969656067,8,9,5,9,4,4,0,0,0,40,37,0
44,6,-0.7950131643806008,9,14,2,9,0,4,1,0,0,40,37,1
42,3,-1.5008306220162186,8,9,2,7,0,4,1,0,0,40,37,0
36,3,0.4337740916059698,4,12,2,2,0,4,1,0,0,35,37,0
31,3,-0.24721659724402686,8,9,0,13,3,4,1,0,0,40,37,0
75,5,-0.39203175966561277,6,13,6,9,4,4,1,0,0,48,37,1
54,4,-0.356732274352477,8,9,0,7,1,4,1,0,0,40,1,0
41,3,0.9854290279895227,8,9,2,7,0,0,1,0,0,45,37,0
61,3,0.2047063840502014,6,13,0,9,1,4,0,0,0,40,37,0
24,3,0.4276994566903391,11,10,4,6,1,4,1,0,0,40,37,0
20,3,0.4701874513743346,8,9,2,0,5,4,0,0,0,40,24,0
47,5,-0.6843032301242762,6,13,2,11,0,4,1,0,0,40,37,1
31,3,-1.5172516577994926,11,10,2,2,0,4,1,0,0,40,37,0
44,3,-0.878691547424459,9,14,2,9,0,4,1,0,0,45,37,1
37,3,0.5663481182618424,8,9,2,2,0,4,1,0,0,46,37,1
28,3,-1.628294606068205,11,10,2,2,0,4,1,0,0,50,10,1
57,3,-0.05324167664887749,8,9,0,0,1,4,0,0,0,40,37,0
20,3,0.607561473105318,8,9,4,2,3,4,1,0,0,40,37,0
28,3,0.1363696120598075,6,13,4,0,1,4,0,0,0,45,37,0
20,3,0.7676378638877228,8,9,4,5,3,4,1,0,0,35,37,0
34,3,0.6682848557780122,8,9,2,3,0,4,1,0,0,40,37,0
21,3,0.10922322842927627,11,10,4,0,3,4,1,0,0,40,37,0
29,6,1.2926861290056493,11,10,4,7,4,4,0,0,0,40,37,0
51,3,0.0010510906121849236,11,10,0,3,4,4,0,0,0,40,37,0
19,3,0.4214640563894176,11,10,4,0,2,2,0,0,0,38,37,0
22,1,-0.4961388298832083,8,9,4,4,3,4,1,0,0,40,37,0
59,6,-0.20289128387099367,11,10,0,0,1,4,0,0,0,38,37,0
42,1,0.860778438180125,11,10,2,2,0,4,1,0,0,40,37,1
39,3,-0.765202668650965,4,12,4,2,1,4,1,0,0,40,37,0
31,3,-0.28632851883691574,6,13,2,11,0,4,1,0,0,40,37,1
28,3,0.7239785785394658,1,7,5,2,4,4,0,0,0,40,37,0
67,3,0.4169855920848883,9,14,4,7,1,4,0,0,0,40,37,0
47,0,0.12795239581565376,4,12,2,0,0,4,1,0,0,40,37,1
20,3,1.8243717078877244,8,9,2,7,5,4,0,0,0,40,27,0
22,3,0.29970724351525413,8,9,4,11,4,4,0,0,0,40,27,0
49,3,0.6312054679848712,11,10,2,11,5,4,0,0,0,40,37,1
35,6,0.1926834298788113,11,10,0,3,1,2,0,0,0,40,37,0
29,3,-0.025796728731377665,8,9,4,11,1,4,0,0,0,40,37,0
73,4,-1.0085670122558075,0,6,6,11,4,4,0,0,0,40,1,0
38,5,0.38230620182930275,8,9,2,9,0,4,1,0,0,50,37,1
24,3,-1.4803789683588682,8,9,2,0,5,2,0,0,0,40,37,0
33,1,-0.7490227809456271,6,13,2,9,0,4,1,0,0,50,37,0
55,3,0.1475887393047436,8,9,6,0,1,4,0,0,0,40,37,0
44,3,0.13966530245826875,8,9,0,9,1,4,1,0,0,40,37,0
22,3,0.6202734217850973,8,9,0,5,3,4,1,0,0,40,37,0
55,3,1.4659223148982863,11,10,2,3,5,4,0,0,0,40,37,1
47,1,1.620693447966095,6,13,4,9,1,4,0,0,0,50,37,1
56,3,0.29493021492375626,8,9,2,2,0,4,1,0,0,40,37,0
44,3,-0.6448123615517732,8,9,2,6,0,2,1,0,0,40,37,0
32,6,0.20090543101225478,11,10,4,0,1,4,1,0,0,38,37,0
44,3,-1.2568002503865998,11,10,0,3,1,4,1,0,0,50,37,0
27,3,-0.8437824923327437,8,9,2,7,0,4,1,0,0,40,37,0
32,3,-1.6993299398831232,8,9,2,9,0,4,1,0,0,50,37,0
33,3,2.248045914337999,11,10,0,0,1,2,0,0,0,40,37,0
48,3,-1.6597701718597813,8,9,2,2,0,4,1,0,0,45,37,0
45,3,-0.6341788796389679,9,14,0,9,4,4,0,0,0,50,37,0
48,3,1.424789342747456,11,10,6,0,1,4,0,0,0,40,37,0
28,3,0.3271521914327539,9,14,2,9,0,4,1,0,0,45,37,1
60,3,-0.7796485868435235,11,10,2,9,0,4,1,0,0,35,37,1
39,1,-0.030034044957970733,9,14,0,9,4,4,0,0,0,40,37,0
23,6,0.06796394061857466,2,8,4,3,1,4,1,0,0,40,37,0
36,3,-1.6967347272348574,11,10,5,0,2,4,0,0,0,40,37,0
25,3,0.8501105065419001,6,13,2,9,5,4,0,0,0,40,37,0
52,3,-0.2522807068806869,8,9,4,7,4,4,1,0,0,40,37,0
35,5,-0.45773886928232155,8,9,2,2,0,4,1,0,0,40,37,0
41,3,-1.4837435582081684,8,9,2,3,0,4,1,0,0,40,37,0
45,3,0.10160983911157653,6,13,2,11,5,4,0,0,0,42,37,1
37,0,1.6630321605066063,9,14,2,9,0,4,1,0,0,40,37,1
58,3,0.38192725484968876,5,11,6,9,1,4,0,0,0,40,37,0
63,3,-0.21993241471181782,8,9,2,2,0,4,1,0,0,48,37,0
43,3,-1.5705683495070037,11,10,2,2,0,4,1,0,0,40,37,1
36,3,0.544782590149263,11,10,4,2,1,1,1,0,0,40,23,0
43,3,0.21215900798261034,11,10,4,0,1,4,0,0,0,50,37,0
27,3,0.10403280313274493,8,9,4,0,1,2,0,0,0,40,37,0
45,3,-0.728100314374211,6,13,0,11,1,4,0,0,0,46,37,0
41,4,-1.1330109037126885,8,9,2,2,0,4,1,0,0,40,37,0
41,5,-0.6272315183460443,8,9,2,3,0,4,1,0,0,38,37,0
18,3,0.2503407869891739,8,9,4,9,3,4,0,0,0,35,37,0
48,1,0.7541795044905221,4,12,5,0,1,2,0,0,0,40,37,0
51,3,-1.2790892227329878,5,11,2,9,0,4,1,0,0,50,37,1
22,3,0.1121629383317365,11,10,0,11,3,4,0,0,0,48,18,0
19,3,0.6331116861247478,8,9,4,13,3,4,1,0,0,35,37,0
30,3,-0.12127988435230277,6,13,4,12,1,4,0,0,0,40,37,1
35,3,1.7979372852491953,9,14,4,3,1,1,1,0,0,40,37,0
43,1,-0.007113494312226112,9,14,2,9,0,4,1,0,0,40,37,1
19,3,2.1945799404870034,8,9,4,9,3,4,1,0,0,40,30,0
26,3,-1.3716211852096463,8,9,4,6,4,3,0,0,0,40,3,0
52,6,1.4095281143866372,11,10,5,10,4,4,1,0,0,40,37,0
57,3,0.7979191725314245,1,7,2,7,0,4,1,0,0,52,37,0
35,3,0.22634081161361966,5,11,3,9,4,4,0,0,0,44,37,0
33,3,0.4815903104881745,6,13,4,9,1,4,1,0,0,40,37,0
49,3,-1.7161873388550435,8,9,0,0,1,4,0,0,0,35,37,0
39,3,0.2447254817458026,10,15,2,9,0,4,1,0,0,45,37,1
34,5,-0.1356109701267964,11,10,0,0,4,4,0,0,0,50,37,0
37,5,0.8582406417408918,11,10,4,9,1,2,1,0,0,40,37,0
22,3,0.7442120506024928,2,8,4,7,1,4,1,0,0,35,37,0
27,3,2.357791256282579,5,11,2,2,0,4,1,0,0,40,24,0
59,3,-0.9997363993066203,11,10,2,9,0,4,1,0,0,40,37,0
26,3,2.6356857079995226,1,7,4,2,1,4,1,0,0,40,37,0
48,3,-0.4793732968457398,6,13,2,3,0,4,1,0,0,45,37,1
54,6,0.1891121416769944,6,13,2,3,0,4,1,0,0,38,37,0
50,3,-0.46162020501291356,8,9,2,10,0,4,1,0,0,40,37,1
48,1,-1.0952080716857389,6,13,2,9,0,4,1,0,0,45,37,0
40,5,0.1354050197480627,4,12,0,9,1,4,0,0,0,50,37,0
46,1,1.6899948122682336,4,12,2,0,0,4,1,0,0,40,37,0
62,4,0.1876882196929902,5,11,2,3,0,4,1,0,0,50,37,0
38,3,0.5565299465172975,6,13,4,3,4,4,0,0,0,40,4,0
24,3,-1.2310203725310405,11,10,4,11,1,1,0,0,0,50,28,0
27,3,-1.525071745469709,6,13,4,9,1,4,0,0,0,48,37,0
48,3,-0.7106343035865469,8,9,0,5,4,1,0,0,0,40,33,0
41,3,1.3640889265583749,8,9,5,2,1,2,1,0,0,40,37,0
30,3,0.9926749535694149,11,10,2,12,5,2,0,0,0,45,37,0
38,3,-0.706661101921503,6,13,2,11,0,4,1,0,0,40,37,1
45,3,1.6899948122682336,10,15,4,9,1,4,1,0,0,40,37,1
45,3,0.08054957363848253,6,13,4,9,3,4,1,0,0,40,37,0
55,3,-0.8233538051590064,11,10,0,0,1,4,0,0,0,38,37,0
24,3,-0.8792657095147832,6,13,4,9,3,1,1,0,0,40,37,0
35,3,-1.4133053529671877,8,9,2,2,0,4,1,0,0,35,37,0
37,1,1.7563449834261056,11,10,5,0,1,4,0,0,0,40,37,0
29,3,0.506899375429668,11,10,2,9,0,4,1,0,0,45,37,0
56,3,1.2623014711856893,6,13,2,3,0,4,1,0,0,50,37,1
33,3,0.742535497298746,0,6,2,6,0,4,1,0,0,40,37,0
44,3,-0.01813740644645198,8,9,4,11,1,4,0,0,0,40,37,0
21,3,-0.7340945665971963,8,9,4,2,3,4,1,0,0,40,37,0
21,3,-0.5858344316336649,8,9,4,0,1,4,1,0,0,40,37,0
46,0,-1.6203941357053433,9,14,2,3,0,4,1,0,0,40,8,1
44,4,-0.9825689528059248,11,10,2,3,0,4,1,0,0,50,37,1
63,3,-0.8984082736061942,6,13,0,3,1,4,0,0,0,40,37,0
31,3,0.5617663047810547,11,10,2,2,0,4,1,0,0,45,24,0
26,3,-1.4570220545244772,11,10,2,3,0,4,1,0,0,42,37,0
37,4,-1.7537030898368309,8,9,4,13,1,4,1,0,0,50,37,0
60,3,-0.6456850879290661,11,10,0,9,1,4,0,0,0,40,37,1
33,3,-0.796391153397379,6,13,2,2,0,4,1,0,0,45,37,0
38,3,-0.8392580950609885,6,13,2,3,0,4,1,0,0,40,37,0
26,3,-0.5331493182255104,5,11,4,11,3,4,0,0,0,35,37,0
24,3,-1.6891787541261902,8,9,4,7,4,4,0,0,0,35,37,0
47,1,-0.6843032301242762,9,14,2,9,0,4,1,0,0,35,37,1
46,3,-0.8550475525449058,11,10,2,2,0,4,1,0,0,40,37,0
47,0,1.1726058694352328,4,12,2,0,0,2,1,0,0,40,37,1
47,3,0.7256091988759867,8,9,0,0,4,4,1,0,0,40,14,0
36,3,1.7635449760387718,8,9,2,11,0,4,1,0,0,40,37,1
50,1,-0.08602633200639297,9,14,2,9,5,4,0,0,0,40,37,0
31,3,-0.718328075596892,8,9,2,7,0,4,1,0,0,40,37,0
46,3,-0.346983002058771,4,12,2,2,0,4,1,0,0,40,37,0
40,1,-0.9664464813096195,8,9,4,0,3,4,0,0,0,40,37,0
39,3,1.238301495810135,11,10,2,2,0,2,1,0,0,52,37,1
54,4,-0.6402190648291791,6,13,2,3,0,4,1,0,0,40,37,1
56,3,0.20293796481200266,8,9,0,0,1,4,0,0,0,40,37,0
47,0,-0.625968361747331,11,10,0,0,1,4,0,0,0,40,37,0
25,3,-1.0220827878620407,4,12,4,12,1,4,0,0,0,45,37,0
29,1,1.2548373640114738,9,14,2,9,0,4,1,0,0,50,37,0
64,3,-1.0174205916886077,11,10,2,0,0,4,1,0,0,40,37,0
44,3,1.6026188253626872,6,13,4,9,1,4,1,0,0,40,37,0
36,3,-0.14284541246488214,0,6,0,7,1,4,0,0,0,40,37,0
37,3,0.8527172024319724,8,9,2,5,5,4,0,0,0,40,37,1
25,3,2.4549739316908634,11,10,2,11,0,4,1,0,0,40,37,0
40,3,-0.44851782611171387,8,9,0,0,4,4,0,0,0,40,37,0
26,3,-0.09744067436203933,8,9,4,0,1,4,1,0,0,40,37,0
29,3,1.1739149590011722,7,16,2,9,0,4,1,0,0,50,37,1
45,1,-1.439291929175264,6,13,2,9,0,2,1,0,0,40,37,0
35,6,-1.5084784610593378,11,10,4,0,3,4,0,0,0,38,37,0
32,3,0.38091672957071804,11,10,0,6,4,4,1,0,0,45,37,0
61,5,-1.7990733782142543,8,9,6,7,2,4,0,0,0,40,37,0
22,3,0.5429108217348059,11,10,3,0,3,1,0,0,0,39,37,0
49,3,0.39816455876405893,6,13,2,6,0,2,1,0,0,48,37,0
37,3,0.11768637764065593,8,9,5,3,3,4,1,0,0,40,37,0
23,3,-0.7695548172956228,6,13,4,9,3,4,1,0,0,50,37,0
27,3,-0.13651814622950875,8,9,2,6,0,4,1,0,0,40,37,0
34,4,-1.74236913017383,5,11,0,11,4,4,0,0,0,40,37,0
49,3,0.01717356210849026,3,5,2,5,0,4,1,0,0,45,37,0
41,3,-1.1290606685312576,11,10,4,2,3,1,1,0,0,40,37,0
28,1,0.3583291929373615,8,9,2,10,0,4,1,0,0,40,37,0
41,0,-1.6827251722309453,6,13,0,9,1,4,1,0,0,40,37,0
50,3,2.525331754239199,10,15,2,9,0,4,1,0,0,36,37,1
21,3,0.8608932705981899,11,10,4,7,3,2,1,0,0,40,26,0
38,3,0.21290541870003188,8,9,0,0,4,4,0,0,0,40,37,0
47,3,0.47024486758336703,11,10,0,12,4,4,0,0,0,40,37,0
24,3,-1.620290786529085,6,13,4,11,1,4,1,0,0,45,37,0
44,3,-0.8758896364236766,6,13,2,3,0,4,1,0,0,40,37,1
19,3,0.30038475478183674,5,11,4,0,3,2,0,0,0,40,37,0
35,3,-0.4457733313199639,2,8,2,2,0,4,1,0,0,40,37,0
41,3,-1.3245169273194435,7,16,0,11,4,4,0,0,0,50,37,1
30,3,1.8445592469835255,1,7,2,11,0,4,1,0,0,40,37,0
47,3,1.2260029438353894,11,10,2,2,0,4,1,0,0,40,37,0
31,3,-0.24090081425045995,0,6,4,0,4,2,0,0,0,40,37,0
24,3,-0.7249653893610405,6,13,4,3,3,4,1,0,0,48,37,0
49,5,-1.5759195401888257,11,10,2,2,0,4,1,0,0,40,37,0
50,3,-0.5368698885708116,8,9,0,0,4,4,0,0,0,35,37,0
38,3,0.5406141733735088,6,13,4,0,1,2,1,0,0,40,37,0
49,5,-0.8067949704740547,11,10,2,2,0,4,1,0,0,50,37,1
45,3,1.158079568550029,8,9,6,7,2,1,0,0,0,50,33,0
46,0,1.345727222909805,6,13,2,9,0,1,1,0,0,50,37,1
31,0,-0.4738039245695944,6,13,4,3,3,4,0,0,0,40,4,0
38,3,-1.7653011640613812,8,9,0,7,4,4,0,0,0,40,37,0
56,5,0.6039787016616947,9,14,2,2,0,4,1,0,0,50,37,1
24,3,-0.22534102160267241,6,13,4,3,3,4,1,0,0,40,37,0
58,1,-0.9456962633653005,8,9,2,3,0,4,1,0,0,50,37,0
28,3,0.0943064973226519,8,9,2,7,0,4,1,0,0,40,37,0
22,3,-0.18136020548383378,8,9,2,7,0,4,1,0,0,40,37,0
46,3,0.0569285452425423,8,9,0,13,1,4,1,0,0,40,37,0
56,3,1.0724834841244877,6,13,2,0,0,4,1,0,0,45,37,1
32,3,0.7437297544466205,8,9,2,6,0,1,1,0,0,40,37,0
56,3,-0.22717834029171005,8,9,2,13,0,4,1,0,0,44,37,1
50,3,-1.5657109382228604,11,10,2,3,0,4,1,0,0,40,37,0
30,3,1.1507532602774913,6,13,4,0,1,4,0,0,0,40,37,0
24,3,0.485483129460573,8,9,4,6,3,4,1,0,0,40,37,0
42,0,-1.7853623874973108,5,11,0,9,4,0,0,0,0,40,37,0
31,5,0.2679790464039353,8,9,2,2,0,4,1,0,0,40,37,1
44,1,0.8432205614580089,9,14,2,9,0,4,1,0,0,40,37,1
45,3,-0.8386609664870512,9,14,0,3,1,4,0,0,0,40,37,1
53,3,0.016886481063328126,3,5,2,7,0,4,1,0,0,40,5,0
45,3,-0.7855739396156698,11,10,0,7,4,2,0,0,0,40,37,0
21,3,0.36683827511596706,0,6,4,0,1,4,0,0,0,39,37,0
37,3,-1.6995940544446724,6,13,2,12,5,4,0,0,0,40,37,1
42,0,-1.5427674210935027,8,9,5,0,4,2,0,0,0,40,37,0
30,3,1.887919968044814,10,15,2,9,0,4,1,0,0,50,37,0
18,3,0.2363656817106813,11,10,4,9,3,4,0,0,0,40,37,0
32,3,-0.31895240880914044,11,10,2,11,0,4,1,0,0,40,37,1
43,3,0.7218886285306855,6,13,2,9,0,4,1,0,0,40,37,1
33,3,-0.9089384063427413,9,14,4,3,1,4,0,0,0,40,37,0
48,3,-0.8269825095698558,8,9,4,0,1,4,0,0,0,40,37,0
34,3,-0.05554980825198103,8,9,2,11,0,4,0,0,0,40,37,0
34,1,-0.03491442272572698,11,10,4,10,1,4,1,0,0,50,37,1
33,3,0.38091672957071804,8,9,0,4,1,4,1,0,0,40,37,0
39,3,-0.17128940241954618,8,9,2,3,0,4,1,0,0,40,37,0
46,3,-1.7488571617944941,5,11,4,13,1,4,1,0,0,50,37,0
47,5,-0.8438399085417762,7,16,2,9,0,4,1,0,0,35,37,1
38,5,0.7392283236584782,3,5,2,2,0,4,1,0,0,40,24,0
58,3,1.5322954525397712,8,9,2,11,0,4,1,0,0,40,37,1
25,3,0.6324915910671975,4,12,4,11,1,4,1,0,0,48,37,0
28,3,0.5043271292650153,6,13,2,9,5,4,0,0,0,45,37,1
37,3,-0.056916314026952776,6,13,2,12,0,4,1,0,0,40,37,1
39,3,-0.42798578976171814,8,9,2,7,2,2,0,0,0,40,37,0
34,3,-0.7120237758451315,5,11,2,7,0,4,1,0,0,40,37,1
33,1,0.49917115369390347,8,9,2,2,0,4,1,0,0,40,37,0
47,3,-0.7090151664918325,8,9,2,13,0,4,1,0,0,50,37,1
29,3,-0.17633054557259323,5,11,4,0,1,4,0,0,0,40,37,0
29,3,0.7628952850216444,1,7,0,6,4,4,0,0,0,40,37,0
34,3,0.37902199467264797,8,9,4,5,3,4,1,0,0,40,37,0
41,3,-0.0725794558509987,9,14,2,9,0,4,1,0,0,40,37,1
22,3,-0.008525933054423802,5,11,4,9,3,4,1,0,0,40,37,0
23,3,0.22382598165799938,8,9,0,5,3,4,1,0,0,44,37,0
19,3,-0.2770730259408886,11,10,4,0,3,4,0,0,0,38,37,0
24,3,-1.6960686992100813,11,10,4,2,3,4,1,0,0,40,37,0
32,3,-0.31151126811853797,8,9,0,2,1,4,1,0,0,40,37,0
27,3,0.08960985142379942,8,9,0,11,3,4,0,0,0,40,37,0
24,3,0.9029908350607648,11,10,4,2,4,0,1,0,0,40,24,0
42,0,1.1906690087968341,8,9,0,0,1,2,1,0,0,40,37,0
20,3,0.24172835563430994,11,10,4,9,3,4,0,0,0,35,37,0
35,3,-0.1159631433959001,8,9,4,6,4,2,0,0,0,48,37,0
54,3,-0.9951431025840262,6,13,2,7,0,4,1,0,0,40,37,0
24,3,-0.7227146739669694,6,13,4,3,3,4,1,0,0,40,37,0
28,3,-0.8417729250166088,6,13,4,9,1,4,0,0,0,35,37,0
36,5,-0.6685826720911978,8,9,2,2,0,4,1,0,0,47,37,0
56,3,1.5802494703236538,8,9,2,6,0,4,1,0,0,40,37,0
24,3,-0.9231891094245894,6,13,2,9,0,4,1,0,0,45,37,0
22,3,-1.353305414528302,4,12,4,0,1,4,0,0,0,40,37,0
42,3,-0.14483201329740408,6,13,2,3,0,4,1,0,0,40,37,1
67,5,0.5210696958188709,11,10,2,4,0,4,1,0,0,44,37,0
32,3,2.3066104475510736,8,9,2,2,0,3,1,0,0,40,37,0
46,3,0.67433652421003,8,9,5,6,3,2,0,0,0,40,37,0
52,3,-0.0944205817669337,8,9,4,11,1,4,0,0,0,36,37,0
44,3,0.679354700879464,6,13,0,9,4,2,1,0,0,40,37,0
65,3,0.4727137645717614,1,7,2,9,0,4,1,0,0,40,24,0
27,5,0.30055700340893404,11,10,2,4,0,4,1,0,0,50,37,0
35,3,-0.8043720064528862,8,9,2,6,5,2,0,0,0,35,37,0
30,3,0.3480861412459766,8,9,4,0,1,4,0,0,0,45,37,0
48,3,-1.8421355349885742,8,9,0,0,1,4,0,0,0,37,37,1
28,5,0.2786814277675796,6,13,4,12,1,4,1,0,0,45,37,0
33,3,1.8906529795947575,11,10,4,11,1,4,1,0,0,40,37,0
40,3,0.13395813128044556,11,10,2,2,0,4,1,0,0,50,37,1
45,4,-1.6837242142681097,6,13,2,3,0,4,1,0,0,38,37,1
30,3,-0.33235335199730875,11,10,2,6,0,4,1,0,0,40,37,1
53,3,1.3592085487906187,11,10,4,0,4,2,0,0,0,40,37,0
31,3,1.583901141218116,1,7,4,2,1,4,1,0,0,40,37,0
39,6,1.8709707031384417,6,13,0,10,1,4,1,0,0,40,24,1
42,5,0.20642887032117418,11,10,2,2,0,4,1,0,0,45,37,1
31,3,0.1947159636785592,6,13,2,9,0,4,1,0,0,40,37,0
53,3,0.058915146075064255,8,9,2,2,0,4,1,0,0,40,37,0
27,3,0.45977215105585245,7,16,4,0,3,4,0,0,0,40,37,0
22,3,-1.3369188284704476,8,9,4,12,1,4,0,0,0,40,37,0
29,3,-0.6276219485674648,8,9,2,11,5,4,0,0,0,40,37,1
32,3,0.3427349505641545,5,11,0,2,3,4,1,0,0,46,37,0
23,3,1.946013688343823,8,9,4,11,1,4,1,0,0,40,37,0
53,3,-0.15554587790285487,8,9,6,6,1,2,0,0,0,40,37,0
27,3,-0.5189904810781141,8,9,2,6,5,4,0,0,0,40,5,0
30,3,-0.6821903136318829,11,10,0,11,3,4,1,0,0,40,37,0
58,6,-0.5022019815570326,8,9,3,7,4,2,0,0,0,40,14,0
45,6,1.0478059974823508,6,13,0,10,1,4,0,0,0,40,37,0
40,3,0.2679101469530964,0,6,0,13,3,4,1,0,0,40,37,0
21,3,0.5179807037729264,11,10,4,0,1,4,0,0,0,40,37,0
50,3,-0.6852907889196339,5,11,2,7,5,2,0,0,0,40,37,0
26,3,-1.511464103929024,8,9,2,2,0,4,1,0,0,40,37,0
23,3,-0.36753800489237964,8,9,5,5,2,4,0,0,0,40,37,0
27,3,0.3271521914327539,6,13,4,12,3,4,1,0,0,40,37,0
36,1,1.2074575083179155,6,13,4,0,1,2,0,0,0,40,37,0
22,0,0.40666215770085806,8,9,4,0,2,4,1,0,0,40,37,0
37,0,-1.6049032425083947,11,10,4,7,3,4,1,0,0,40,22,0
54,3,0.1891695578860268,6,13,2,13,0,4,1,0,0,40,37,0
36,3,-1.6962409478371785,8,9,0,4,4,4,1,0,0,50,37,0
44,3,0.5360782928599471,5,11,2,3,0,2,1,0,0,40,37,0
38,3,-0.19137359233908893,11,10,2,10,0,2,1,0,0,40,37,1
49,3,0.8999592592238528,11,10,0,2,1,4,0,0,0,40,37,0
26,3,-0.03199767930687972,6,13,4,11,1,4,1,0,0,48,37,0
48,3,-0.15831333917821783,6,13,2,0,0,4,1,0,0,45,37,1
32,3,0.22102407065721696,1,7,2,6,5,4,0,0,0,40,37,0
35,6,-0.9409307180156092,8,9,4,12,3,4,1,0,0,40,37,0
40,3,-0.5243187052763232,8,9,4,0,1,4,0,0,0,45,37,0
30,3,0.5804495392002063,8,9,2,11,0,4,1,0,0,40,37,0
31,3,0.11811125758749588,8,9,4,11,1,4,0,0,0,40,37,0
38,3,0.27376660027440386,8,9,0,2,1,2,1,0,0,40,37,0
35,3,0.13677152552303445,11,10,2,9,0,4,1,0,0,50,37,1
45,3,0.25373982656389354,6,13,2,9,0,4,1,0,0,40,37,1
29,3,2.5775460547332876,0,6,5,11,4,4,0,0,0,40,37,0
41,3,0.5417165645869314,11,10,0,2,1,4,1,0,0,46,37,1
33,3,-0.9113498871221031,10,15,4,9,1,4,0,0,0,50,37,1
28,3,-0.5515339883576933,11,10,2,3,0,4,1,0,0,40,37,1
27,3,0.7457852547299814,8,9,5,6,3,4,0,0,0,40,37,0
42,6,-0.8733288735008303,7,16,4,3,1,4,0,0,0,40,20,1
37,1,-0.8288083450170869,8,9,2,2,0,4,1,0,0,40,37,0
37,3,1.7522224996175775,7,16,2,9,5,4,0,0,0,35,37,0
51,3,-0.29061176803073474,8,9,3,11,1,2,0,0,0,38,37,0
27,0,0.7539498396543924,8,9,2,7,0,4,1,0,0,40,37,0
53,3,-1.7273720163745603,8,9,4,11,1,4,0,0,0,40,37,0
